incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,Hour,DayOfWeek
18BU028439,Threats/Harassment,Other,12/13/18 14:57,S Prospect St/Cliff St,911,0,0,0,0,E,SouthEnd,44.46801817,-73.20094786,2:00 PM,Thursday
18BU028440,Traffic,Motor Vehicle,12/13/18 15:04,Riverside Ave / Hillside Ter,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48737811,-73.19629699,3:00 PM,Thursday
18BU028441,Bomb Threat,Assault,12/13/18 15:08,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4817385,-73.22122084,3:00 PM,Thursday
18BU028442,Welfare Check,Public Service,12/13/18 15:14,Riverside Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48951685,-73.20718485,3:00 PM,Thursday
18BU028443,Custodial Interference,Domestic,12/13/18 15:18,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3:00 PM,Thursday
18BU028444,Traffic,Motor Vehicle,12/13/18 15:28,Pearl St/Elmwood Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48158997,-73.21538453,3:00 PM,Thursday
18BU028445,Welfare Check,Public Service,12/13/18 15:33,Loaldo Dr,Phone,0,0,0,0,A,NewNorthEnd,44.51365631,-73.25699946,3:00 PM,Thursday
18BU028446,Traffic,Motor Vehicle,12/13/18 15:34,Hillside Terr/Riverside Ave,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.4896366,-73.19452893,3:00 PM,Thursday
18BU028447,Suspicious Event,Public Service,12/13/18 15:48,North Ave,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.51437609,-73.24939142,3:00 PM,Thursday
18BU028448,Assist - Agency,Assist,12/13/18 15:49,Manhattan Dr,Phone,0,0,0,0,B,OldNorthEnd,44.48945074,-73.21518978,3:00 PM,Thursday
18BU028449,Traffic,Motor Vehicle,12/13/18 16:10,Riverside Ave / Hillside Ter,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48906317,-73.19787878,4:00 PM,Thursday
18BU028450,Found/Lost Property,Public Service,12/13/18 16:11,Main St,In Person,0,0,0,0,E,SouthEnd,44.47702408,-73.20946266,4:00 PM,Thursday
18BU028451,Bomb Threat,Assault,12/13/18 16:18,Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.45572322,-73.21581417,4:00 PM,Thursday
18BU028452,Bomb Threat,Assault,12/13/18 16:38,College St,Phone,0,0,0,0,C,UniversityHillSection,44.47528031,-73.20708323,4:00 PM,Thursday
18BU028509,Larceny - Other,Property,12/13/18 16:42,Main St,Online Report,0,0,0,0,D,Downtown,44.47725866,-73.21174301,4:00 PM,Thursday
18BU028453,Found/Lost Property,Public Service,12/13/18 16:46,North Ave,In Person,0,0,0,0,B,OldNorthEnd,44.48398067,-73.22245326,4:00 PM,Thursday
18BU028454,Assist - Agency,Assist,12/13/18 17:13,Elmwood Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48602721,-73.21451961,5:00 PM,Thursday
18BU028455,Accident - Non-Investigated,Motor Vehicle,12/13/18 17:14,Shelburne Rd / Home Ave,Phone,0,0,0,0,E,SouthEnd,44.45226652,-73.2087144,5:00 PM,Thursday
18BU028456,Assist - Public,Public Service,12/13/18 17:23,S Winooki Ave / Bank St,Phone,0,0,0,0,D,Downtown,44.47978394,-73.21042669,5:00 PM,Thursday
18BU028457,Juvenile Problem,Public Service,12/13/18 17:34,NA,Phone,1,0,0,0,E,SouthEnd,NA,NA,5:00 PM,Thursday
18BU028458,Animal Problem,Animal,12/13/18 17:41,North St/N Winooski Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48472696,-73.21195551,5:00 PM,Thursday
18BU028459,Alarm,Public Service,12/13/18 17:46,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48232804,-73.18851795,5:00 PM,Thursday
18BU028460,Assist – Motorist,Motor Vehicle,12/13/18 17:47,Archibald St / N Winooski Ave,911,0,0,0,0,B,OldNorthEnd,44.48758048,-73.20917301,5:00 PM,Thursday
18BU028461,Alarm,Public Service,12/13/18 18:07,Main St,Phone,0,0,0,0,D,Downtown,44.4766749,-73.21877481,6:00 PM,Thursday
18BU028462,Suspicious Event,Public Service,12/13/18 18:40,North St/N Winoosk Ave,Officer/Radio,0,0,0,0,NA,NA,44.485555,-73.21109063,6:00 PM,Thursday
18BU028550,Animal Problem,Animal,12/13/18 19:07,North St/N Winoosk Ave,Phone,0,0,0,0,NA,NA,44.4867337,-73.21283857,7:00 PM,Thursday
18BU028463,Found/Lost Property,Public Service,12/13/18 19:26,Church St/College St,Officer/Radio,0,0,0,0,D,Downtown,44.47872478,-73.21129828,7:00 PM,Thursday
18BU028464,Found/Lost Property,Public Service,12/13/18 19:31,Church St / College St,Officer/Radio,0,0,0,0,D,Downtown,44.47548364,-73.21286153,7:00 PM,Thursday
18BU028465,Motor Vehicle Complaint,Motor Vehicle,12/13/18 20:04,Riverside Ave/N Prospect St,911,0,0,0,0,C,UniversityHillSection,44.48952324,-73.20440475,8:00 PM,Thursday
18BU028466,Assist - Public,Public Service,12/13/18 20:17,Flynn Ave,911,1,0,0,0,E,SouthEnd,44.45557823,-73.21386768,8:00 PM,Thursday
18BU028467,Missing Person,Public Service,12/13/18 20:21,Village Green,Phone,0,0,0,0,A,NewNorthEnd,44.50480789,-73.23652512,8:00 PM,Thursday
18BU028510,Larceny - from Motor Vehicle,Property,12/13/18 20:22,Ivy Ln,Online Report,0,0,0,0,A,NewNorthEnd,44.50796106,-73.25085938,8:00 PM,Thursday
18BU028468,Animal Problem,Animal,12/13/18 20:44,N Winooski Ave / Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48061472,-73.21167595,8:00 PM,Thursday
18BU028469,Traffic,Motor Vehicle,12/13/18 20:50,Pine St/Kilburn St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46981701,-73.21664074,8:00 PM,Thursday
18BU028470,Foot Patrol,Public Service,12/13/18 20:59,Pomeroy Park,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48516117,-73.20696124,8:00 PM,Thursday
18BU028471,Assist - Agency,Assist,12/13/18 21:19,Turf Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.52107288,-73.25615952,9:00 PM,Thursday
18BU028472,Assist - Agency,Assist,12/13/18 21:33,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47216607,-73.21568439,9:00 PM,Thursday
18BU028473,Found/Lost Property,Public Service,12/13/18 21:43,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48136622,-73.22270195,9:00 PM,Thursday
18BU028762,Accident - Property damage only,Motor Vehicle,12/13/18 22:13,S Winooski Ave/Cherry St,Online Report,0,0,0,0,D,Downtown,44.47881302,-73.20975469,10:00 PM,Thursday
18BU028474,Domestic Disturbance,Domestic,12/13/18 22:55,NA,Phone,0,0,1,0,C,UniversityHillSection,NA,NA,10:00 PM,Thursday
18BU028475,Traffic,Motor Vehicle,12/13/18 23:18,North Ave/Canfield St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48581951,-73.22242228,11:00 PM,Thursday
18BU028476,Traffic,Motor Vehicle,12/13/18 23:55,S Willard St / Beech St,Officer/Radio,0,0,0,0,E,SouthEnd,44.46426017,-73.20835288,11:00 PM,Thursday
18BU028511,Accident - Non-Investigated,Motor Vehicle,12/14/18 0:00,S Winooski Ave,NA,0,0,0,0,D,Downtown,44.47983578,-73.2114055,12:00 AM,Friday
18BU028477,Disturbance,Quality of Life,12/14/18 0:03,Main St,911,0,0,0,0,D,Downtown,44.47670832,-73.21357873,12:00 AM,Friday
18BU028478,Traffic,Motor Vehicle,12/14/18 0:42,Pearl St/Clark St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.47897121,-73.20790119,12:00 AM,Friday
18BU028479,Foot Patrol,Public Service,12/14/18 0:51,Mansfield Ave / Loomis St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48379535,-73.19801697,12:00 AM,Friday
18BU028480,Traffic,Motor Vehicle,12/14/18 1:03,Church St / Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47765949,-73.21134641,1:00 AM,Friday
18BU028481,Alarm,Public Service,12/14/18 1:05,St Paul St,Phone,0,0,0,0,D,Downtown,44.47567306,-73.21456673,1:00 AM,Friday
18BU028482,Assist - Agency,Assist,12/14/18 1:15,Pearl St,Phone,1,1,0,0,C,UniversityHillSection,44.48069199,-73.20759611,1:00 AM,Friday
18BU028483,Disturbance,Quality of Life,12/14/18 1:18,Airport Dr,Phone,0,0,0,0,Airport,,44.4706843,-73.15290363,1:00 AM,Friday
18BU028484,Intoxication,Quality of Life,12/14/18 1:22,Pearl St/N Union St,Officer/Radio,0,0,0,1,C,UniversityHillSection,44.47925164,-73.21023352,1:00 AM,Friday
18BU028485,Assist - Agency,Assist,12/14/18 1:56,Main St,911,0,0,0,0,D,Downtown,44.47436016,-73.21195956,1:00 AM,Friday
18BU028486,Trespass,Other,12/14/18 2:07,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48117361,-73.19333309,2:00 AM,Friday
18BU028487,Suspicious Event,Public Service,12/14/18 2:13,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48105811,-73.19596413,2:00 AM,Friday
18BU028488,Alarm,Public Service,12/14/18 2:44,Church St,Phone,0,0,0,0,D,Downtown,44.47920599,-73.21108992,2:00 AM,Friday
18BU028489,Trespass,Other,12/14/18 2:52,Church St,Phone,0,0,0,1,D,Downtown,44.47662903,-73.21185523,2:00 AM,Friday
18BU028490,Accident - Property damage only,Motor Vehicle,12/14/18 7:05,Archibald St/N Willard St,911,0,0,0,0,C,UniversityHillSection,44.48797444,-73.20775893,7:00 AM,Friday
18BU028491,Trespass,Other,12/14/18 7:13,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4794898,-73.19347521,7:00 AM,Friday
18BU028492,Assist - Other,Assist,12/14/18 7:52,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.45058677,-73.20905693,7:00 AM,Friday
18BU028493,Accident - Non-Investigated,Motor Vehicle,12/14/18 8:12,Colchester Ave/Mansfield Ave,911,0,0,0,0,C,UniversityHillSection,44.47877375,-73.19819616,8:00 AM,Friday
18BU028495,SRO Activity,Public Service,12/14/18 9:07,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49658096,-73.23635983,9:00 AM,Friday
18BU028496,Found/Lost Property,Public Service,12/14/18 9:37,S Champlain St/Maple St,Phone,0,0,0,0,D,Downtown,44.47449276,-73.21579652,9:00 AM,Friday
18BU028497,Assist - Agency,Assist,12/14/18 10:13,Loaldo Dr,Phone,0,0,0,0,A,NewNorthEnd,44.51328228,-73.25729205,10:00 AM,Friday
18BU028498,Assist - Agency,Assist,12/14/18 10:20,Archibald St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48860202,-73.21540081,10:00 AM,Friday
18BU028499,Threats/Harassment,Other,12/14/18 10:41,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48376962,-73.21880696,10:00 AM,Friday
18BU028500,Larceny - Other,Property,12/14/18 10:57,Staniford Rd,Phone,0,0,0,0,NA,NA,44.51152126,-73.25377192,10:00 AM,Friday
18BU028501,Accident - LSA,Motor Vehicle,12/14/18 10:59,College St,Phone,0,0,0,0,D,Downtown,44.47710582,-73.21005012,10:00 AM,Friday
18BU028505,SRO Activity,Public Service,12/14/18 12:04,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49736811,-73.23562161,12:00 PM,Friday
18BU028507,Search Warrant,Court Order,12/14/18 12:17,Truman Drive,Phone,0,1,0,0,NA,NA,44.5002969,-73.15582634,12:00 PM,Friday
18BU028508,Larceny - from Building,Property,12/14/18 12:20,Lakewood Pkwy,Phone,0,0,0,0,NA,NA,44.50256838,-73.24787517,12:00 PM,Friday
18BU028522,Accident - Property damage only,Motor Vehicle,12/14/18 12:23,S Winooski Ave/Cherry St,Online Report,0,0,0,0,D,Downtown,44.48008756,-73.21206,12:00 PM,Friday
18BU028512,Assist - Agency,Assist,12/14/18 12:33,College St,Phone,0,0,0,0,C,UniversityHillSection,44.47809693,-73.20531063,12:00 PM,Friday
18BU028513,Welfare Check,Public Service,12/14/18 12:43,Pine St,Phone,0,0,0,0,E,SouthEnd,44.45831479,-73.21655256,12:00 PM,Friday
18BU028514,Disturbance,Quality of Life,12/14/18 12:54,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.4982822,-73.23681831,12:00 PM,Friday
18BU028515,Assist - Public,Public Service,12/14/18 13:00,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.48104321,-73.21010458,1:00 PM,Friday
18BU028519,Vandalism,Property,12/14/18 13:10,Buell St / S Union St,Online Report,0,0,0,0,D,Downtown,44.47755294,-73.20939659,1:00 PM,Friday
18BU028517,Larceny - from Building,Property,12/14/18 13:47,N Union St,Phone,0,0,0,0,C,UniversityHillSection,44.48274584,-73.20992514,1:00 PM,Friday
18BU028518,SRO Activity,Public Service,12/14/18 13:51,North Ave,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.5129838,-73.24889623,1:00 PM,Friday
18BU028520,Suspicious Event,Public Service,12/14/18 13:59,Lake St,Phone,0,0,0,0,D,Downtown,44.47910639,-73.22012973,1:00 PM,Friday
18BU028521,Threats/Harassment,Other,12/14/18 14:00,North Ave,In Person,0,0,1,0,B,OldNorthEnd,44.48388473,-73.2216963,2:00 PM,Friday
18BU028523,Trespass,Other,12/14/18 14:08,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47897148,-73.19493541,2:00 PM,Friday
18BU028524,TRO/FRO Service,Court Order,12/14/18 14:20,NA,Phone,0,0,0,0,D,Downtown,NA,NA,2:00 PM,Friday
18BU028525,Suspicious Event,Public Service,12/14/18 14:26,Church St,Phone,0,0,0,0,D,Downtown,44.47812635,-73.21375999,2:00 PM,Friday
18BU028526,Assist - Agency,Assist,12/14/18 14:29,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.5179648,-73.25937757,2:00 PM,Friday
18BU028527,Disturbance,Quality of Life,12/14/18 14:32,Institute Rd,Officer/Radio,0,0,0,0,A,NewNorthEnd,44.49772054,-73.23647423,2:00 PM,Friday
18BU028528,VIN verification,Motor Vehicle,12/14/18 14:41,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48799042,-73.19514536,2:00 PM,Friday
18BU028529,Accident - Property damage only,Motor Vehicle,12/14/18 15:00,Church St,Phone,0,0,0,0,D,Downtown,44.47402834,-73.21386447,3:00 PM,Friday
18BU028530,VIN verification,Motor Vehicle,12/14/18 15:13,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48205991,-73.22021817,3:00 PM,Friday
18BU028531,Animal Problem,Animal,12/14/18 15:24,Rose St,Phone,0,0,0,0,B,OldNorthEnd,44.48671564,-73.21478447,3:00 PM,Friday
18BU028532,Subpoena Service,Court Order,12/14/18 15:44,Park St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48292252,-73.21828088,3:00 PM,Friday
18BU028533,Subpoena Service,Court Order,12/14/18 15:46,College St,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.47920385,-73.20869355,3:00 PM,Friday
18BU028534,Violation of Conditions of Release,Court Order,12/14/18 15:48,N Champlain St,Phone,0,0,0,0,B,OldNorthEnd,44.48074133,-73.21906013,3:00 PM,Friday
18BU028535,Subpoena Service,Court Order,12/14/18 15:48,Maple St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47472673,-73.20916493,3:00 PM,Friday
18BU028536,Subpoena Service,Court Order,12/14/18 15:54,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48300531,-73.22247442,3:00 PM,Friday
18BU028537,Trespass,Other,12/14/18 16:14,Lawson Lane,Phone,0,0,0,0,D,Downtown,44.47603809,-73.21328831,4:00 PM,Friday
18BU028538,Disturbance,Quality of Life,12/14/18 16:20,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48216031,-73.21598337,4:00 PM,Friday
18BU028539,Larceny - from Motor Vehicle,Property,12/14/18 16:38,Pine St/Queen City Park Rd,Phone,0,0,0,0,E,SouthEnd,44.44578806,-73.21409533,4:00 PM,Friday
18BU028540,Foot Patrol,Public Service,12/14/18 16:41,Church St Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47707143,-73.2123795,4:00 PM,Friday
18BU028541,Accident - Property damage only,Motor Vehicle,12/14/18 16:56,Colchester Ave / Barrett St,911,0,0,0,0,C,UniversityHillSection,44.48855085,-73.18728474,4:00 PM,Friday
18BU028542,Disorderly Conduct,Quality of Life,12/14/18 17:09,College St,Phone,0,0,0,0,D,Downtown,44.47739284,-73.21369175,5:00 PM,Friday
18BU028543,Intoxication,Quality of Life,12/14/18 17:22,Church St,Phone,0,0,0,0,D,Downtown,44.47810516,-73.21320365,5:00 PM,Friday
18BU028544,Suspicious Event,Public Service,12/14/18 17:32,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50856114,-73.24620046,5:00 PM,Friday
18BU028764,Larceny - from Motor Vehicle,Property,12/14/18 17:38,Vine St,Online Report,0,0,0,0,NA,NA,44.50633143,-73.25726653,5:00 PM,Friday
18BU028545,Suspicious Event,Public Service,12/14/18 17:43,College St,Phone,0,0,0,1,D,Downtown,44.47701489,-73.21556364,5:00 PM,Friday
18BU028546,Larceny - from Motor Vehicle,Property,12/14/18 17:47,Queen City Park Rd,Phone,0,0,0,0,NA,NA,44.44482845,-73.21323394,5:00 PM,Friday
18BU028547,Parking,Motor Vehicle,12/14/18 17:49,Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48462509,-73.21624514,5:00 PM,Friday
18BU028548,Suspicious Event,Public Service,12/14/18 17:59,Luck St,Phone,0,0,0,0,B,OldNorthEnd,44.4894216,-73.21040828,5:00 PM,Friday
18BU028549,Retail Theft,Property,12/14/18 18:12,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44784979,-73.21002611,6:00 PM,Friday
18BU028551,Assist – Motorist,Motor Vehicle,12/14/18 18:33,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.4783159,-73.19567501,6:00 PM,Friday
18BU028552,Foot Patrol,Public Service,12/14/18 18:42,Church St / Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47510206,-73.21265389,6:00 PM,Friday
18BU028553,Assist - Agency,Assist,12/14/18 18:49,City Hall Park,Officer/Radio,0,0,0,1,D,Downtown,44.4767484,-73.21160731,6:00 PM,Friday
18BU028554,Motor Vehicle Complaint,Motor Vehicle,12/14/18 18:53,St Paul St/Shelburne Rd,911,0,0,0,0,E,SouthEnd,44.46361976,-73.20911869,6:00 PM,Friday
18BU028555,Disturbance,Quality of Life,12/14/18 19:07,North Ave,911,0,1,0,1,B,OldNorthEnd,44.48385494,-73.22168273,7:00 PM,Friday
18BU028556,Motor Vehicle Complaint,Motor Vehicle,12/14/18 19:26,Main St/S Prospect St,Phone,0,0,0,0,C,UniversityHillSection,44.47788405,-73.20002849,7:00 PM,Friday
18BU028557,Parking,Motor Vehicle,12/14/18 19:28,S Winooski Ave,Phone,0,0,0,0,E,SouthEnd,44.46808306,-73.20931199,7:00 PM,Friday
18BU028558,Arrest on Warrant,Court Order,12/14/18 19:31,North Ave,Officer/Radio,0,1,0,1,B,OldNorthEnd,44.48123394,-73.22137675,7:00 PM,Friday
18BU028559,Domestic Disturbance,Domestic,12/14/18 19:36,NA,Phone,0,0,1,0,D,Downtown,NA,NA,7:00 PM,Friday
18BU028560,Assist - Agency,Assist,12/14/18 19:48,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.5174477,-73.25640231,7:00 PM,Friday
18BU028562,Animal Problem,Animal,12/14/18 20:01,Lakeview Terr,Phone,0,0,0,0,B,OldNorthEnd,44.48648603,-73.22443515,8:00 PM,Friday
18BU028563,Alarm,Public Service,12/14/18 20:23,Church Street,Phone,0,0,0,0,NA,NA,44.47885512,-73.2115735,8:00 PM,Friday
18BU028564,Motor Vehicle Complaint,Motor Vehicle,12/14/18 20:34,Pine St/Flynn Ave,Phone,0,0,0,0,E,SouthEnd,44.4548909,-73.21246929,8:00 PM,Friday
18BU028565,Accident - LSA,Motor Vehicle,12/14/18 20:46,Pine St,Phone,0,0,0,0,E,SouthEnd,44.47127145,-73.214891,8:00 PM,Friday
18BU028566,Retail Theft,Property,12/14/18 20:47,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47774322,-73.20916741,8:00 PM,Friday
18BU028567,Traffic,Motor Vehicle,12/14/18 21:07,Riverside Ave / Hillside Ter,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48817927,-73.19784483,9:00 PM,Friday
18BU028568,DLS,Motor Vehicle,12/14/18 21:32,Riverside Ave / Hillside Ter,Officer/Radio,0,0,0,0,C,UniversityHillSection,44.48621652,-73.19894987,9:00 PM,Friday
18BU028569,Suspicious Event,Public Service,12/14/18 21:41,N Champlain St,Phone,0,0,1,0,C,UniversityHillSection,44.48768828,-73.18537397,9:00 PM,Friday
18BU028570,Suspicious Event,Public Service,12/14/18 21:50,Iranistan Rd,Phone,0,0,0,0,E,SouthEnd,44.46238206,-73.20535891,9:00 PM,Friday
18BU028571,Foot Patrol,Public Service,12/14/18 22:06,Maple St / Summit St,Officer/Radio,0,0,0,0,E,SouthEnd,44.47377702,-73.2023203,10:00 PM,Friday
18BU028572,Assist - Agency,Assist,12/14/18 22:10,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.46053562,-73.2097113,10:00 PM,Friday
18BU028573,Assist - Agency,Assist,12/14/18 22:17,North Ave,Officer/Radio,1,0,0,0,B,OldNorthEnd,44.48101078,-73.21952655,10:00 PM,Friday
18BU028574,Domestic Disturbance,Domestic,12/14/18 22:28,NA,911,0,0,1,0,B,OldNorthEnd,NA,NA,10:00 PM,Friday
18BU028575,Suspicious Event,Public Service,12/14/18 22:37,Pine St,Officer/Radio,0,0,0,0,D,Downtown,44.48151311,-73.21321485,10:00 PM,Friday
18BU028576,Disturbance,Quality of Life,12/14/18 23:17,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50508588,-73.24556212,11:00 PM,Friday
18BU028577,Compliance Check,Court Order,12/14/18 23:26,College St,Officer/Radio,0,0,0,0,D,Downtown,44.47869295,-73.21686589,11:00 PM,Friday
18BU028578,Accident - Property damage only,Motor Vehicle,12/14/18 23:27,Riverside Ave,911,0,0,0,0,C,UniversityHillSection,44.48799287,-73.20236419,11:00 PM,Friday
18BU028579,Traffic,Motor Vehicle,12/14/18 23:39,Monroe St/Johnson St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48205642,-73.21568933,11:00 PM,Friday
18BU028580,Disturbance,Quality of Life,12/14/18 23:40,S Union St,Phone,0,0,0,0,D,Downtown,44.47438823,-73.20907401,11:00 PM,Friday
18BU028581,Foot Patrol,Public Service,12/14/18 23:42,Marketplace,Phone,0,0,0,0,D,Downtown,44.47658041,-73.21236538,11:00 PM,Friday
18BU028582,Assist - Agency,Assist,12/14/18 23:58,Stirling Pl,911,0,0,0,0,A,NewNorthEnd,44.50428392,-73.25529632,11:00 PM,Friday
18BU028583,Suspicious Event,Public Service,12/15/18 0:41,Pearl St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48210417,-73.21824564,12:00 AM,Saturday
18BU028584,Noise,Quality of Life,12/15/18 1:05,Hickok Pl,Phone,0,0,0,1,C,UniversityHillSection,44.48283829,-73.20715658,1:00 AM,Saturday
18BU028585,Foot Patrol,Public Service,12/15/18 1:10,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47691353,-73.21503173,1:00 AM,Saturday
18BU028586,Suspicious Event,Public Service,12/15/18 1:13,Elmwood Ave,911,0,0,0,0,B,OldNorthEnd,44.48284274,-73.2140528,1:00 AM,Saturday
18BU028587,Traffic,Motor Vehicle,12/15/18 1:26,Maple St / Harrington Ter,Officer/Radio,0,1,0,0,E,SouthEnd,44.47570768,-73.20460628,1:00 AM,Saturday
18BU028588,Foot Patrol,Public Service,12/15/18 1:27,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47863339,-73.21275904,1:00 AM,Saturday
18BU028589,Intoxication,Quality of Life,12/15/18 1:31,Church St,Phone,0,0,0,1,D,Downtown,44.47532474,-73.21377567,1:00 AM,Saturday
18BU028590,Vandalism,Property,12/15/18 1:38,S Winooski Ave/Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47553319,-73.21217551,1:00 AM,Saturday
18BU028591,Assist - Agency,Assist,12/15/18 1:53,Church St,Phone,0,0,0,1,D,Downtown,44.48181012,-73.2140848,1:00 AM,Saturday
18BU028592,Domestic Disturbance,Domestic,12/15/18 2:03,NA,911,0,1,1,1,C,UniversityHillSection,NA,NA,2:00 AM,Saturday
18BU028593,Arrest on Warrant,Court Order,12/15/18 2:07,Main St,Officer/Radio,0,0,0,0,D,Downtown,44.47667376,-73.21258578,2:00 AM,Saturday
18BU028594,Disturbance,Quality of Life,12/15/18 2:34,Main St,Officer/Radio,0,0,0,1,D,Downtown,44.47406641,-73.2134226,2:00 AM,Saturday
18BU028595,Assault - Simple,Assault,12/15/18 2:58,Church St,Officer/Radio,0,0,0,1,D,Downtown,44.47482684,-73.21148362,2:00 AM,Saturday
18BU028596,Domestic Disturbance,Domestic,12/15/18 3:44,NA,911,0,0,1,0,D,Downtown,NA,NA,3:00 AM,Saturday
18BU028597,Ordinance Violation - Other,Quality of Life,12/15/18 4:01,Pearl St/Church St,Officer/Radio,0,1,0,0,B,OldNorthEnd,44.48132539,-73.2110017,4:00 AM,Saturday
18BU028598,Intoxication,Quality of Life,12/15/18 4:24,Colchester Ave,Phone,0,1,0,1,C,UniversityHillSection,44.48116339,-73.194823,4:00 AM,Saturday
18BU028599,Intoxication,Quality of Life,12/15/18 5:27,Colchester Ave,Phone,0,1,0,1,C,UniversityHillSection,44.4792687,-73.19221044,5:00 AM,Saturday
18BU028600,Assist - Agency,Assist,12/15/18 6:27,Airport Dr,Phone,0,0,0,0,Airport,,44.46984558,-73.15295381,6:00 AM,Saturday
18BU028601,Ordinance Violation - Other,Quality of Life,12/15/18 7:00,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47512676,-73.21147456,7:00 AM,Saturday
